城市,标题,总价(万),单价(元/平),户型,面积(平),朝向,装修,楼层,年份,小区,区域,链接
武汉,地铁口毛坯次新小区三房/边户无遮档老证随时看房,94,"9,419元/平",3室2厅,99.8平米,南 北,毛坯,低楼层(共30层),板塔结合,二七新江岸生活广场,后湖,https://wh.lianjia.com/ershoufang/104112270194.html
武汉,急售165万 大华锦绣时代 大阳台采光好,158,"15,804元/平",3室2厅,99.98平米,南,毛坯,低楼层(共45层),板楼,大华锦绣时代,钢花,https://wh.lianjia.com/ershoufang/104115532569.html
武汉,⭐贝壳优选⭐碧桂园二期 高楼层满五 3地铁 临湖林公园,60,"6,273元/平",3室2厅,95.66平米,南,精装,低楼层(共33层),板楼,碧桂园海昌天澜二期,将军路,https://wh.lianjia.com/ershoufang/104116005093.html
武汉,欧亚达云台纯毛坯、中间楼层，诚心售,50,"5,107元/平",3室2厅,97.92平米,南,其他,中楼层(共31层),板塔结合,欧亚达云台,东西湖其它,https://wh.lianjia.com/ershoufang/104117071924.html
武汉,新华家园朝南两房，采光好，安静，随时看房，诚心卖,95,"11,202元/平",2室1厅,84.81平米,南 北,精装,低楼层(共20层),塔楼,新华家园,杨汊湖,https://wh.lianjia.com/ershoufang/104114622374.html
武汉,东南朝向，电梯房，近地铁，税费低，户型好，采光充足,60,"6,345元/平",2室2厅,94.57平米,东南,简装,中楼层(共11层),板楼,新澳阳光城,金银湖,https://wh.lianjia.com/ershoufang/104116568572.html
武汉,一楼带小院子~喜爱一楼可以看过来 全屋建材使用的都好,63,"6,983元/平",3室1厅,90.22平米,南 北,精装,低楼层(共11层),板塔结合,紫润明园北区,长丰常码头,https://wh.lianjia.com/ershoufang/104114158605.html
武汉,次新小区  12号线地铁口  精装修小三房  直接入住,142,"15,016元/平",3室2厅,94.57平米,南,精装,高楼层(共29层),板塔结合,保利城三期,团结大道,https://wh.lianjia.com/ershoufang/104117602788.html
武汉,四室两厅 大阳台  中高楼层 阳光充足,115,"8,031元/平",4室2厅,143.2平米,南,其他,高楼层(共56层),板楼,华润翡翠城三期,长丰常码头,https://wh.lianjia.com/ershoufang/104117776585.html
武汉,地铁口旁毛坦B区边户小三房急售,65,"7,397元/平",2室1厅,87.88平米,南 北,毛坯,中楼层(共31层),板楼,毛坦港湾B区,白沙洲,https://wh.lianjia.com/ershoufang/104117365358.html
武汉,阳光充足 步梯低楼层 爬楼方便,79,"8,267元/平",2室1厅,95.57平米,南 北,简装,低楼层(共8层),板塔结合,常青花园第一社区,常青花园,https://wh.lianjia.com/ershoufang/104118313356.html
武汉,华润物业户型方正观景阳台采光好,67,"6,961元/平",3室2厅,96.26平米,南,毛坯,高楼层(共34层),板楼,武汉二十四城二期,金银湖,https://wh.lianjia.com/ershoufang/104115141046.html
武汉,老证小两房 好楼层 交通方便 配套齐全,66,"10,748元/平",2室1厅,61.41平米,南,简装,高楼层(共33层),板楼,美联奥林匹克花园二期,常青花园,https://wh.lianjia.com/ershoufang/104117033691.html
武汉,精装修 楼层好家具家电全新基本没住 业主诚心卖,100,"10,845元/平",3室2厅,92.21平米,南 北,精装,中楼层(共29层),板楼,复地悦城一期,白沙洲,https://wh.lianjia.com/ershoufang/104115768532.html
武汉,此房产证满二，视野开阔，看房方便！,75.5,"6,168元/平",3室2厅,122.41平米,南 北,简装,中楼层(共18层),板楼,联投龙湾一期,文化大道,https://wh.lianjia.com/ershoufang/104111814869.html
武汉,7号线地铁口高品质小区，刚需2居，方正两房，人车分流,43,"5,028元/平",2室2厅,85.53平米,东南,毛坯,低楼层(共33层),板塔结合,恒达·盘龙湾荷苑,盘龙城,https://wh.lianjia.com/ershoufang/104111082625.html
武汉,盛世江城精装朝南2房加电脑房，户型方正，老证诚心出,107,"12,024元/平",2室2厅,88.99平米,南,精装,中楼层(共52层),板楼,电建地产盛世江城,长港路,https://wh.lianjia.com/ershoufang/104110581879.html
武汉,内环边地铁口 高层精装两房 南北通透边户,90,"9,523元/平",2室2厅,94.51平米,南 北,精装,中楼层(共33层),平房,武铁佳苑东区,杨园,https://wh.lianjia.com/ershoufang/104117795083.html
武汉,百步亭秀泽园  12号线地铁  标间2房  总价低  诚心卖,46,"6,846元/平",2室1厅,67.2平米,南 北,其他,高楼层(共6层),板楼,秀泽园北区,百步亭,https://wh.lianjia.com/ershoufang/104118257446.html
武汉,水果湖双湖桥通透三房业主诚心出售,255,"21,481元/平",3室2厅,118.71平米,南,简装,低楼层(共9层),板楼,双湖桥小区,水果湖,https://wh.lianjia.com/ershoufang/104112138228.html
武汉,观澜御苑边户3房 通透户型 可以看湖 毛坯构造随意改动,60,"6,579元/平",3室2厅,91.2平米,东南,毛坯,中楼层(共32层),板楼,观澜御苑,沌口,https://wh.lianjia.com/ershoufang/104115118050.html
武汉,华科大商圈，通透性高两房，葛洲坝洋房,99,"12,046元/平",2室2厅,82.19平米,南,精装,中楼层(共8层),板楼,葛洲坝世纪花园二期、三期,华科大,https://wh.lianjia.com/ershoufang/104116547136.html
武汉,万达商圈南德榜样学府次新小区 精装三房高楼层采光好,63.8,"6,574元/平",3室2厅,97.05平米,南,精装,高楼层(共33层),塔楼,南德榜样学府,盘龙城,https://wh.lianjia.com/ershoufang/104118248606.html
武汉,洋房视野开阔，经开主城区，新小区 环境绿化好,75.9,"6,520元/平",4室1厅,116.42平米,南,精装,中楼层(共11层),板楼,北辰经开优+,沌口,https://wh.lianjia.com/ershoufang/104117331116.html
武汉,万科精装大三房 诚心卖  采光好 楼层好 红领巾+一初,145,"12,608元/平",3室2厅,115.01平米,南,精装,中楼层(共32层),板楼,万科城,常青路,https://wh.lianjia.com/ershoufang/104118332706.html
武汉,百步亭秀泽园  12号线地铁  标间2房  总价低  诚心卖,46,"6,846元/平",2室1厅,67.2平米,南 北,其他,高楼层(共6层),板楼,秀泽园北区,百步亭,https://wh.lianjia.com/ershoufang/104118257446.html
武汉,内环边地铁口 高层精装两房 南北通透边户,90,"9,523元/平",2室2厅,94.51平米,南 北,精装,中楼层(共33层),平房,武铁佳苑东区,杨园,https://wh.lianjia.com/ershoufang/104117795083.html
武汉,叠翠园花园洋房 公摊小 老证税少,26,"4,902元/平",2室1厅,53.05平米,南,其他,高楼层(共6层),板楼,丝宝叠翠园一期,后官湖,https://wh.lianjia.com/ershoufang/104117629447.html
武汉,央企中建毛坯两房，老证业主诚售带300平露台,120,"13,827元/平",2室2厅,86.79平米,南,毛坯,低楼层(共33层),板楼,中建御景星城,宗关,https://wh.lianjia.com/ershoufang/104118271771.html
武汉,此房是精装四房朝南的户型，小区配套齐全，交通便利,120,"8,468元/平",4室2厅,141.71平米,南 北,其他,低楼层(共54层),暂无数据,绿地香树花城派克公馆,青宜居,https://wh.lianjia.com/ershoufang/104112351822.html
武汉,水果湖双湖桥通透三房业主诚心出售,255,"21,481元/平",3室2厅,118.71平米,南,简装,低楼层(共9层),板楼,双湖桥小区,水果湖,https://wh.lianjia.com/ershoufang/104112138228.html
武汉,此房三房两卫的优质户型 大阳台 双地铁出行 龙湖天街,215,"18,839元/平",3室2厅,114.13平米,南,精装,15层,板楼,龙湖清能天曜,百步亭,https://wh.lianjia.com/ershoufang/104116624444.html
武汉,老证小两房 好楼层 交通方便 配套齐全,66,"10,748元/平",2室1厅,61.41平米,南,简装,高楼层(共33层),板楼,美联奥林匹克花园二期,常青花园,https://wh.lianjia.com/ershoufang/104117033691.html
武汉,华润物业户型方正观景阳台采光好,67,"6,961元/平",3室2厅,96.26平米,南,毛坯,高楼层(共34层),板楼,武汉二十四城二期,金银湖,https://wh.lianjia.com/ershoufang/104115141046.html
武汉,蔡甸广场地铁口繁华商圈可步行读书购物配套齐全,39.8,"4,549元/平",2室2厅,87.5平米,南,其他,低楼层(共33层),板楼,依山龙郡,蔡甸城区,https://wh.lianjia.com/ershoufang/104111069596.html
武汉,新华家园朝南两房，采光好，安静，随时看房，诚心卖,95,"11,202元/平",2室1厅,84.81平米,南 北,精装,低楼层(共20层),塔楼,新华家园,杨汊湖,https://wh.lianjia.com/ershoufang/104114622374.html
武汉,一楼带小院子~喜爱一楼可以看过来 全屋建材使用的都好,63,"6,983元/平",3室1厅,90.22平米,南 北,精装,低楼层(共11层),板塔结合,紫润明园北区,长丰常码头,https://wh.lianjia.com/ershoufang/104114158605.html
武汉,次新小区  12号线地铁口  精装修小三房  直接入住,142,"15,016元/平",3室2厅,94.57平米,南,精装,高楼层(共29层),板塔结合,保利城三期,团结大道,https://wh.lianjia.com/ershoufang/104117602788.html
武汉,四室两厅 大阳台  中高楼层 阳光充足,115,"8,031元/平",4室2厅,143.2平米,南,其他,高楼层(共56层),板楼,华润翡翠城三期,长丰常码头,https://wh.lianjia.com/ershoufang/104117776585.html
武汉,东南朝向，电梯房，近地铁，税费低，户型好，采光充足,60,"6,345元/平",2室2厅,94.57平米,东南,简装,中楼层(共11层),板楼,新澳阳光城,金银湖,https://wh.lianjia.com/ershoufang/104116568572.html
武汉,星火名苑 中间楼层 两室两厅 客厅带阳台,60,"6,576元/平",2室2厅,91.25平米,南 北,其他,中楼层(共6层),板楼,星火名苑,白沙洲,https://wh.lianjia.com/ershoufang/104117009671.html
武汉,此房老证，公摊小 采光不错 随时看,88,"9,339元/平",2室1厅,94.23平米,南,简装,低楼层(共18层),板楼,东方明珠,后湖,https://wh.lianjia.com/ershoufang/104115371869.html
武汉,余华岭佳园 2室2厅 南 北,71,"7,353元/平",2室2厅,96.57平米,南 北,精装,中楼层(共31层),板楼,余华岭佳园,塔子湖,https://wh.lianjia.com/ershoufang/104117931313.html
武汉,新上小两房  位置好 楼层好  小区中间 诚心出售,115,"14,752元/平",2室2厅,77.96平米,南,简装,低楼层(共6层),板楼,松涛苑B区,南湖沃尔玛,https://wh.lianjia.com/ershoufang/104118271326.html
武汉,急售165万 大华锦绣时代 大阳台采光好,158,"15,804元/平",3室2厅,99.98平米,南,毛坯,低楼层(共45层),板楼,大华锦绣时代,钢花,https://wh.lianjia.com/ershoufang/104115532569.html
武汉,二七滨江商务区 三轨交通 闹中取静 不临街 拎包入住,53,"12,975元/平",1室1厅,40.85平米,东北,简装,高楼层(共15层),塔楼,东立国际,二七,https://wh.lianjia.com/ershoufang/104118255733.html
武汉,华润桃源里，次新房，满五唯一免个税。明厨明卫,110,"13,837元/平",2室1厅,79.5平米,南,精装,低楼层(共45层),板塔结合,华润桃源里,台北香港路,https://wh.lianjia.com/ershoufang/104118318433.html
武汉,⭐贝壳优选⭐碧桂园二期 高楼层满五 3地铁 临湖林公园,60,"6,273元/平",3室2厅,95.66平米,南,精装,低楼层(共33层),板楼,碧桂园海昌天澜二期,将军路,https://wh.lianjia.com/ershoufang/104116005093.html
武汉,户型方正，楼层好，采光号。房子格局好,89.9,"14,387元/平",2室1厅,62.49平米,南,毛坯,低楼层(共50层),板塔结合,武汉三镇中心,武广万松园,https://wh.lianjia.com/ershoufang/104117859901.html
武汉,融创品质老证无贷没住过人地铁口有车位中间楼层,148,"14,133元/平",3室2厅,104.72平米,东南,毛坯,中楼层(共41层),板塔结合,融创公园壹号三期,塔子湖,https://wh.lianjia.com/ershoufang/104116071776.html
武汉,金地小三房 户型方正 不临三环 价格可谈,88,"9,631元/平",3室2厅,91.38平米,南,其他,中楼层(共33层),板楼,金地澜菲溪岸,四新,https://wh.lianjia.com/ershoufang/104117472956.html
武汉,一楼带院子，拎包入住。省时省心,130,"15,219元/平",3室1厅,85.42平米,南,精装,低楼层(共7层),板楼,武汉科技大学宿舍,青山滨江,https://wh.lianjia.com/ershoufang/104117916494.html
武汉,湿地公园旁 美院教职楼书香气息浓郁 三房 诚心出售,62,"6,278元/平",3室2厅,98.76平米,东南,其他,中楼层(共11层),板楼,侨亚美苑,藏龙岛,https://wh.lianjia.com/ershoufang/104115305834.html
武汉,房子是绿地三期毛坯四居室，中间楼层视野好，一梯一户,155,"10,948元/平",4室2厅,141.59平米,南 北,毛坯,高楼层(共29层),板塔结合,绿地国际理想城三期,光谷东,https://wh.lianjia.com/ershoufang/104115388443.html
武汉,新希望A区 楼层位置好 小3房 清水毛坯 诚心出售,95,"8,917元/平",3室2厅,106.54平米,南,毛坯,中楼层(共33层),板塔结合,新希望锦粼九里二期,光谷南,https://wh.lianjia.com/ershoufang/104116884804.html
武汉,低楼层的南北通透，满二无尾款，看房方便，价格可以谈,57,"6,255元/平",2室1厅,91.14平米,南 北,其他,低楼层(共7层),板楼,富丽百花园,纸坊,https://wh.lianjia.com/ershoufang/104117008878.html
武汉,可芳草和二桥，楼 王 位置，高层，诚心出售,65,"6,908元/平",2室2厅,94.1平米,南,精装,高楼层(共33层),板楼,陶馨园,王家湾,https://wh.lianjia.com/ershoufang/104116860373.html
武汉,汉飞向上城 3室2厅 南,28,"8,169元/平",3室2厅,34.28平米,南,简装,低楼层(共3层),板楼,汉飞向上城,盘龙城,https://wh.lianjia.com/ershoufang/104118175534.html
武汉,墨水湖边带60平单独露台，业主婚房装修，可直接入住,83,"8,919元/平",2室1厅,93.07平米,西 北,精装,低楼层(共33层),板楼,汉桥城中花园A区,七里庙,https://wh.lianjia.com/ershoufang/104118192768.html
武汉,地铁口碧桂园联排边户别墅  大花园,94,"5,290元/平",3室2厅,177.7平米,南,毛坯,低楼层(共3层),暂无数据,浅月湾映翠湾,汉南其它,https://wh.lianjia.com/ershoufang/104117289498.html
武汉,鼎鑫摩卡小镇 3室2厅 南 北,75,"5,623元/平",3室2厅,133.39平米,南 北,精装,中楼层(共5层),板楼,鼎鑫摩卡小镇,盘龙城,https://wh.lianjia.com/ershoufang/104117508633.html
武汉,视野开阔，通透户型，精装修拎包入住,95,"10,568元/平",3室2厅,89.9平米,北,精装,中楼层(共33层),板塔结合,百步亭金桥汇2期,塔子湖,https://wh.lianjia.com/ershoufang/104116886460.html
武汉,长江新区阳逻东城明珠三期中高好楼层，房东诚心出售,30,"3,297元/平",2室2厅,91平米,南,精装,高楼层(共22层),板楼,东城明珠,阳逻,https://wh.lianjia.com/ershoufang/104116810747.html
武汉,东方花都A区 一梯两户电梯房  精装修 育才行知旁,129,"9,676元/平",3室2厅,133.32平米,南 北,精装,中楼层(共11层),塔楼,新地东方花都A区,后湖,https://wh.lianjia.com/ershoufang/104113529784.html
武汉,此房证满五年，无贷款，保养好，2018年精装修,145,"15,530元/平",2室2厅,93.37平米,东南,精装,低楼层(共45层),板楼,联发九都国际,沙湖,https://wh.lianjia.com/ershoufang/104111671895.html
武汉,地铁2号线自住装修精装2房朝南前后无遮挡拎包入住,67,"8,422元/平",2室2厅,79.56平米,东南,精装,高楼层(共17层),板楼,愿景城C区,将军路,https://wh.lianjia.com/ershoufang/104117175350.html
武汉,二环内次新小区，近地铁口 精装 老证,208,"17,449元/平",3室2厅,119.21平米,南 北,精装,低楼层(共34层),板楼,金岛御璟世家跃境,后湖,https://wh.lianjia.com/ershoufang/104117391308.html
武汉,产证满两年品质小区，好楼层，领包入住,118.5,"11,135元/平",3室2厅,106.43平米,南 北,精装,高楼层(共29层),板楼,金地保利褐石公馆,白沙洲,https://wh.lianjia.com/ershoufang/104116230374.html
武汉,新上 武胜路地铁口 电梯三房两厅,110,"9,237元/平",3室2厅,119.09平米,西 北,精装,中楼层(共18层),板塔结合,汉华家园,集贤,https://wh.lianjia.com/ershoufang/104118129932.html
武汉,地铁口 通透两房 边户！楼下大型商圈,108,"12,175元/平",2室2厅,88.71平米,南,简装,32层,板塔结合,汉口城市广场五期,后湖,https://wh.lianjia.com/ershoufang/104117422914.html
武汉,联投龙湾四期 南北双阳台 精装大三房 九成新 满二诚售,88,"7,558元/平",3室2厅,116.44平米,南 北,精装,中楼层(共30层),板塔结合,联投龙湾三期,文化大道,https://wh.lianjia.com/ershoufang/104117894386.html
武汉,视野开阔，采光好，楼层佳，装修30来万，诚意出售。,93,"7,243元/平",4室2厅,128.4平米,南 北,精装,高楼层(共30层),板楼,中建汤逊湖壹号,文化大道,https://wh.lianjia.com/ershoufang/104108706352.html
武汉,天汇五期 全新未住 中高楼层三房 产证在手,68,"7,028元/平",3室2厅,96.76平米,南,精装,低楼层(共30层),板楼,天汇龙城龙锦苑,盘龙城,https://wh.lianjia.com/ershoufang/104112627435.html
武汉,中间楼层，南北两居，采光充足，适合刚需客户,78,"8,716元/平",2室2厅,89.5平米,南,简装,低楼层(共18层),板楼,新澳蓝草坪,王家湾,https://wh.lianjia.com/ershoufang/104116639699.html
武汉,采光也很好 高楼层 万科物业 中间位置 市政供暖,119,"14,000元/平",2室1厅,85平米,南 北,简装,高楼层(共32层),板楼,长城坐标城九期,关山大道,https://wh.lianjia.com/ershoufang/104115879778.html
武汉,核芯地段+次新毛坯房+改善居住看长远+可满二过户,185,"17,023元/平",3室2厅,108.68平米,南 北,简装,低楼层(共47层),板塔结合,中海澳门佳园,台北香港路,https://wh.lianjia.com/ershoufang/104117702116.html
武汉,高楼层视野开阔  前后无遮挡采光很好 小区中间不临街,158,"16,523元/平",3室2厅,95.63平米,南,毛坯,高楼层(共41层),板楼,中建大公馆一期,民族大道,https://wh.lianjia.com/ershoufang/104112942560.html
武汉,中城悦城二期精装朝南三房 33层到顶 安静无遮挡 便宜,186,"19,438元/平",3室1厅,95.69平米,南,精装,高楼层(共33层),板塔结合,中城悦城二期,CBD西北湖,https://wh.lianjia.com/ershoufang/104117766353.html
武汉,墨水湖 地铁口 精装大三房 可看湖,240,"14,516元/平",4室2厅,165.34平米,南,精装,低楼层(共31层),板楼,南国明珠四期,七里庙,https://wh.lianjia.com/ershoufang/104117877433.html
武汉,中铁阅湖郡边户四房 大横厅 双开间阳台 湖景,170,"11,862元/平",4室2厅,143.32平米,南 北,毛坯,高楼层(共24层),板楼,中铁阅湖郡,吴家山,https://wh.lianjia.com/ershoufang/104117937505.html
武汉,武昌二环，次新小区，南向三居室 采光充足 视野佳,79,"8,911元/平",3室2厅,88.66平米,南 西南,毛坯,中楼层(共27层),板楼,雄楚春天,武昌火车站,https://wh.lianjia.com/ershoufang/104115751470.html
武汉,三轨交汇地铁入户视野开阔采光足,65.5,"5,608元/平",3室2厅,116.8平米,南,毛坯,高楼层(共50层),板塔结合,地铁时代云上城,将军路,https://wh.lianjia.com/ershoufang/104117324742.html
武汉,地铁口 东边户 一线湖景 近墨水湖公园 老证三房,78,"7,239元/平",3室2厅,107.76平米,东南,精装,高楼层(共29层),板楼,十里景秀,王家湾,https://wh.lianjia.com/ershoufang/104116177390.html
武汉,保利新武昌K6地块 3室1厅 南 北,155,"11,319元/平",3室1厅,136.94平米,南 北,精装,高楼层(共55层),平房,保利新武昌K6地块,白沙洲,https://wh.lianjia.com/ershoufang/104118279957.html
武汉,唐樾精装小三房，采光很好，老证，诚意出售,135,"15,654元/平",3室2厅,86.24平米,南 北,精装,高楼层(共34层),塔楼,万科汉口传奇唐樾,唐家墩,https://wh.lianjia.com/ershoufang/104117104925.html
武汉,远洋心里 杨汊湖地铁站 好楼层 老证 急售,86,"9,118元/平",3室1厅,94.32平米,南,简装,高楼层(共46层),板楼,远洋心里,杨汊湖,https://wh.lianjia.com/ershoufang/104117997241.html
武汉,三开间朝南，房龄新，楼层好 视野好，长阳台采光充足,65.8,"6,154元/平",3室2厅,106.93平米,东南,毛坯,高楼层(共33层),板楼,天汇龙城龙坤苑(十期),盘龙城,https://wh.lianjia.com/ershoufang/104117814818.html
武汉,必抢！可做3rooms，四期边户，百瑞景好的户型好楼层！,175,"19,560元/平",2室1厅,89.47平米,南,精装,低楼层(共34层),板楼,百瑞景中央生活区四期,中南丁字桥,https://wh.lianjia.com/ershoufang/104117802050.html
武汉,光谷天地经典两房，集中供暖，婚房装修,130,"15,211元/平",2室2厅,85.47平米,南,精装,中楼层(共32层),板楼,长城坐标城九期,关山大道,https://wh.lianjia.com/ershoufang/104115234218.html
武汉,雄楚大道二环边通透大两房业主诚心卖看房方便,75,"7,820元/平",2室2厅,95.91平米,南,简装,高楼层(共6层),板楼,景虹花园,老南湖,https://wh.lianjia.com/ershoufang/104117473777.html
武汉,馨苑小区大兴路一初，老证，中间楼层，大二房,65,"6,599元/平",2室2厅,98.5平米,南,精装,中楼层(共7层),塔楼,馨苑小区,杨汊湖,https://wh.lianjia.com/ershoufang/104115829513.html
武汉,业主置换诚心出售，自住精装修，保养很好。,65,"6,835元/平",3室1厅,95.11平米,南,精装,中楼层(共33层),板楼,美加史丹佛公馆,庙山,https://wh.lianjia.com/ershoufang/104118303811.html
武汉,大四房 满两年  临湖 边户朝向好户型佳 随时看,67,"5,066元/平",4室2厅,132.26平米,南 北,毛坯,低楼层(共11层),暂无数据,德玛假日三期,金银湖,https://wh.lianjia.com/ershoufang/104116974069.html
武汉,大型成熟社区 七里新村 低楼层 装修好 两房,55,"7,891元/平",2室1厅,69.7平米,南 北,精装,低楼层(共7层),板楼,七里新村,七里庙,https://wh.lianjia.com/ershoufang/104118180144.html
武汉,保利华都 一居室 自住的温馨装修 房号美丽 诚意出售.,87,"15,984元/平",1室1厅,54.43平米,北,精装,中楼层(共29层),板楼,保利华都,虎泉杨家湾,https://wh.lianjia.com/ershoufang/104115055521.html
武汉,汉口城市广场三期 南北三居边户 自住装修随时看,118,"12,598元/平",3室1厅,93.67平米,南 北,精装,30层,板塔结合,汉口城市广场三期,后湖,https://wh.lianjia.com/ershoufang/104117858221.html
武汉,央企保利，产证满二，地铁口 看房方便,139,"13,779元/平",3室1厅,100.88平米,南,精装,低楼层(共44层),板楼,保利新武昌K4地块,白沙洲,https://wh.lianjia.com/ershoufang/104117053163.html
武汉,新城北小区 4房2厅  证满5年  边户,67,"4,911元/平",4室2厅,136.44平米,南,简装,中楼层(共7层),塔楼,城北小区,纸坊,https://wh.lianjia.com/ershoufang/104118339779.html
武汉,毛坯次新房，花园小区，房龄不到一年，小三房户型优秀,80,"8,201元/平",3室2厅,97.56平米,南 北,毛坯,低楼层(共33层),板塔结合,天汇龙城龙坤苑(十期),盘龙城,https://wh.lianjia.com/ershoufang/104118277068.html
武汉,店长推荐 好房新上 随时可看房,78,"6,584元/平",3室1厅,118.47平米,南,精装,中楼层(共32层),板楼,巢上城锦园,盘龙城,https://wh.lianjia.com/ershoufang/104118229083.html
武汉,领秀城新上大三房 三面采光 卓小华一初,147,"12,250元/平",3室2厅,120平米,南,其他,中楼层(共31层),板塔结合,领秀城,卓刀泉,https://wh.lianjia.com/ershoufang/104118334197.html
武汉,中间楼栋 中间楼层  精装修拎包入住,109,"10,320元/平",3室2厅,105.63平米,南,精装,高楼层(共33层),板楼,世茂云锦瑰海园,白沙洲,https://wh.lianjia.com/ershoufang/104118340903.html
武汉,马房山地铁口，次新房婚房装修三房，中间楼层满五唯一,143,"15,155元/平",3室1厅,94.36平米,南,精装,高楼层(共28层),板楼,泓悦府,街道口,https://wh.lianjia.com/ershoufang/104118175424.html
武汉,半岛蓝湾电梯洋房纯边户，住家装修拎包入住,125,"10,200元/平",4室2厅,122.55平米,南 北,精装,高楼层(共6层),板楼,天纵半岛蓝湾,将军路,https://wh.lianjia.com/ershoufang/104118189421.html
武汉,水域天际精装修 大三房诚心出售，不临街，南北通透。,228,"19,818元/平",3室2厅,115.05平米,南 北,精装,中楼层(共11层),塔楼,水域天际,南湖沃尔玛,https://wh.lianjia.com/ershoufang/104118348594.html
武汉,毛坯  三开间朝南户型  老证 开来都市丰景 万科物业,67.5,"7,946元/平",2室2厅,84.95平米,南,毛坯,高楼层(共40层),板塔结合,开来都市丰景,四新,https://wh.lianjia.com/ershoufang/104118214347.html
武汉,正规电梯小高层 门口21号地铁 价格有惊喜,59,"9,541元/平",1室1厅,61.84平米,东 南,精装,高楼层(共17层),板塔结合,百步龙庭,百步亭,https://wh.lianjia.com/ershoufang/104114604220.html
武汉,电梯三房，精装，通透户型 小区环境好，交通.便利,62,"6,189元/平",3室2厅,100.18平米,南 北,精装,高楼层(共32层),板楼,东风阳光城四期,沌口,https://wh.lianjia.com/ershoufang/104109260308.html
武汉,【包过户】汉正街品牌旁 4房2卫 带一大阳台 拎包入住,142,"9,801元/平",4室2厅,144.89平米,西北,精装,中楼层(共28层),板塔结合,银丰富苑,汉正街,https://wh.lianjia.com/ershoufang/104117597385.html
武汉,2号线地铁，永旺旁，中间楼层采光好，,135,"11,331元/平",3室2厅,119.15平米,东南,精装,中楼层(共33层),板楼,美联奥林匹克花园四期,常青花园,https://wh.lianjia.com/ershoufang/104117871063.html
武汉,高铁商务区，三房两卫，诚心出售,75,"7,069元/平",3室1厅,106.11平米,南 北,精装,中楼层(共11层),平房,杨春湖景苑,红钢城,https://wh.lianjia.com/ershoufang/104117435561.html
武汉,中央花园电梯房中间楼层采光很好,235,"16,730元/平",3室2厅,140.47平米,南 北,精装,中楼层(共12层),板楼,中央花园碧云天,老南湖,https://wh.lianjia.com/ershoufang/104117520482.html
武汉,房东诚心出售 看房方便 价格可谈,92,"10,360元/平",3室2厅,88.81平米,南 北,精装,高楼层(共34层),塔楼,天祥尚府,三环南,https://wh.lianjia.com/ershoufang/104116640319.html
武汉,保利城三期少有边户小三房通透户型满二年诚心卖,143,"15,205元/平",3室2厅,94.05平米,南 北,毛坯,高楼层(共27层),板塔结合,保利城三期,团结大道,https://wh.lianjia.com/ershoufang/104117468950.html
武汉,九坤翰林苑 2室2厅 南,45.8,"5,143元/平",2室2厅,89.06平米,南,精装,中楼层(共29层),板塔结合,九坤翰林苑,蔡甸城区,https://wh.lianjia.com/ershoufang/104118204778.html
成都,泰祺棕榈湖三期 3室2厅 东,53.9,"5,952元/平",3室2厅,90.56平米,东,精装,低楼层(共26层),2019年,泰祺棕榈湖三期,金堂,https://cd.lianjia.com/ershoufang/106123957004.html
成都,凤凰1号•栖云湖 4室2厅 东南,85,"7,277元/平",4室2厅,116.81平米,东南,精装,低楼层(共25层),2021年,凤凰1号•栖云湖,青白江,https://cd.lianjia.com/ershoufang/106123804279.html
成都,利通出水芙蓉 4室2厅 东,192,"11,152元/平",4室2厅,172.17平米,东,精装,高楼层(共6层),板楼,利通出水芙蓉,华阳,https://cd.lianjia.com/ershoufang/106121989000.html
成都,华宇西城雅郡 3室2厅 东南,106,"14,181元/平",3室2厅,74.75平米,东南,精装,中楼层(共18层),板塔结合,华宇西城雅郡,高家庄,https://cd.lianjia.com/ershoufang/106124891176.html
成都,钢管厂五区 1室0厅 东南,48.6,"14,931元/平",1室0厅,32.55平米,东南,简装,低楼层(共6层),板楼,钢管厂五区,莲花,https://cd.lianjia.com/ershoufang/106125194560.html
成都,天鹅湖北苑 1室1厅 南,73,"12,280元/平",1室1厅,59.45平米,南,精装,高楼层(共31层),塔楼,天鹅湖北苑,世纪城,https://cd.lianjia.com/ershoufang/106125140314.html
成都,名城金典 1室0厅 东北,59.8,"14,876元/平",1室0厅,40.2平米,东北,其他,中楼层(共17层),2015年,名城金典,新北,https://cd.lianjia.com/ershoufang/106124712436.html
成都,天府江南C区 2室1厅 东,46,"8,804元/平",2室1厅,52.25平米,东,精装,中楼层(共26层),板楼,天府江南C区,保利公园,https://cd.lianjia.com/ershoufang/106122735883.html
成都,凤凰1号•栖云湖 3室1厅 东南,57,"5,588元/平",3室1厅,102.01平米,东南,毛坯,中楼层(共33层),2022年,凤凰1号•栖云湖,青白江,https://cd.lianjia.com/ershoufang/106120988939.html
成都,雅居乐剑桥郡 3室1厅 南,95,"10,500元/平",3室1厅,90.48平米,南,精装,高楼层(共33层),2018年,雅居乐剑桥郡,雅居乐,https://cd.lianjia.com/ershoufang/106124848818.html
成都,金安花苑 3室1厅 西南,65,"5,546元/平",3室1厅,117.21平米,西南,精装,低楼层(共16层),2021年,金安花苑,郫县城区,https://cd.lianjia.com/ershoufang/106125241450.html
