城市,区域,标题,总价(万),单价(元/平),户型,面积(平),朝向,装修,楼层,年份,小区,链接
gz,全市,小高层东南向全新三房，实用率高，光线好，楼龄新,145,"18,171元/平",3室2厅,79.8平米,东南 南,简装,中楼层(共11层),暂无数据,万科幸福悦D区,https://gz.lianjia.com/ershoufang/108406969203.html
gz,全市,小港社区 市二宫地铁站400米 产权清晰,150,"20,473元/平",3室1厅,73.27平米,东南,简装,中楼层(共5层),暂无数据,小港路,https://gz.lianjia.com/ershoufang/108407702433.html
gz,全市,小北路 2室1厅 东 南 西,307,"49,871元/平",2室1厅,61.56平米,东 南 西,其他,高楼层(共9层),1996年,小北路,https://gz.lianjia.com/ershoufang/108406898431.html
gz,全市,地铁上，复式买一层加一层实用率高只须180,180,"36,284元/平",2室2厅,49.61平米,南,简装,中楼层(共20层),2005年,耀华国际,https://gz.lianjia.com/ershoufang/108408010159.html
gz,全市,高层落地大飘窗 景观靓眼 全新装修次新楼 无抵押,345,"38,834元/平",3室1厅,88.84平米,西北,精装,中楼层(共37层),2013年,中铁盛德国际,https://gz.lianjia.com/ershoufang/108407403482.html
gz,全市,南向无遮挡，采光充足，双地铁出行方便南向,215,"20,137元/平",4室2厅,106.77平米,南,精装,中楼层(共34层),板楼,星汇城,https://gz.lianjia.com/ershoufang/108408049563.html
gz,全市,棕榈水岸南北对流小三房，户型方正实用,98,"10,493元/平",3室2厅,93.4平米,东 西,精装,低楼层(共11层),2014年,龙光棕榈水岸北区,https://gz.lianjia.com/ershoufang/108407286475.html
gz,全市,金碧雅苑东南向两房厅出阳台安静,200,"30,053元/平",2室2厅,66.55平米,东南 南,简装,11层,2003年,金碧雅苑,https://gz.lianjia.com/ershoufang/108407892935.html
gz,全市,康裕北苑，电梯中间楼层，户型方正实用， 视野开阔,240,"18,182元/平",3室2厅,132平米,北,精装,高楼层(共13层),2005年,康裕北苑,https://gz.lianjia.com/ershoufang/108404380153.html
gz,全市,滨江东珠江边地铁上原装电梯高层大两房,323,"34,242元/平",2室2厅,94.33平米,西北,精装,高楼层(共24层),塔楼,凯印大厦,https://gz.lianjia.com/ershoufang/108407249267.html
gz,全市,江山时代 好楼层两房 出 月供2000,69,"9,114元/平",2室1厅,75.71平米,西北,其他,中楼层(共25层),2017年,恒展江山时代花园,https://gz.lianjia.com/ershoufang/108407933640.html
gz,全市,南向户型，次新房未入住，业主诚意放盘,63.8,"7,721元/平",3室2厅,82.64平米,南,精装,中楼层(共23层),塔楼,合景花䕕四季,https://gz.lianjia.com/ershoufang/108408007326.html
gz,全市,采光充足，南向，温馨舒适，产权清晰 户型方正,86,"8,874元/平",3室1厅,96.92平米,东南,其他,中楼层(共11层),2013年,富力金港城东区,https://gz.lianjia.com/ershoufang/108407680842.html
gz,全市,聚侨苑 3室2厅 北,420,"34,175元/平",3室2厅,122.9平米,北,简装,中楼层(共9层),1999年,聚侨苑,https://gz.lianjia.com/ershoufang/108407838413.html
gz,全市,靓楼层  精装修 电梯三房 近公园 河堤绿道边 环境好,85,"9,268元/平",3室2厅,91.72平米,北,精装,中楼层(共13层),塔楼,宏润巴塞阳光,https://gz.lianjia.com/ershoufang/108408015830.html
gz,全市,滨海新城高层南向四房大阳台采光视野好通风,150,"14,361元/平",4室2厅,104.45平米,南,精装,高楼层(共33层),2018年,越秀滨海新城,https://gz.lianjia.com/ershoufang/108406904875.html
gz,全市,中山五路，北京路商圈，低层小 户型带私家天台，,209,"42,732元/平",2室1厅,48.91平米,西,其他,低楼层(共3层),板楼,中山五路,https://gz.lianjia.com/ershoufang/108408036352.html
gz,全市,位置好，采光好，楼层好，保养好,94.8,"10,272元/平",3室2厅,92.29平米,南,精装,中楼层(共16层),2011年,富力金港城东区,https://gz.lianjia.com/ershoufang/108407206326.html
gz,全市,永大新城 东南向 电梯大两房 户型实用,61.8,"8,227元/平",2室2厅,75.12平米,东南,简装,高楼层(共9层),暂无数据,永大新城,https://gz.lianjia.com/ershoufang/108402816027.html
gz,全市,金碧新城 2室1厅 东北,134,"21,335元/平",2室1厅,62.81平米,东北,精装,中楼层(共32层),2006年,金碧新城,https://gz.lianjia.com/ershoufang/108407883413.html
gz,全市,明达大厦 原装电梯 省级小北 南向2房,348,"59,235元/平",2室1厅,58.75平米,南,简装,低楼层(共21层),1999年,明达大厦,https://gz.lianjia.com/ershoufang/108403311071.html
gz,全市,琶洲电商总部 正规一房一厅  业主诚心卖,81,"24,442元/平",1室1厅,33.14平米,西,其他,中楼层(共9层),1997年,华保花园,https://gz.lianjia.com/ershoufang/108408006489.html
gz,全市,景峰东南向.三房.楼距宽.南北对流高楼层视野好,248,"24,314元/平",3室2厅,102平米,东南,精装,高楼层(共18层),2013年,富豪山庄,https://gz.lianjia.com/ershoufang/108407903243.html
gz,全市,越秀滨海御城，双龙包珠户型，精装修保养好，好楼层,355,"25,456元/平",4室2厅,139.46平米,东南 南,精装,中楼层(共32层),2017年,越秀滨海御城,https://gz.lianjia.com/ershoufang/108407658344.html
gz,全市,龙锦大厦 三阳台东南向 温馨装修保养好 通风采光好,360,"42,751元/平",2室2厅,84.21平米,东南,精装,高楼层(共31层),2008年,龙锦大厦,https://gz.lianjia.com/ershoufang/108408027280.html
gz,全市,金融城骏景花园 复式5房 高层视野好 带自用大天台,880,"39,248元/平",5室2厅,224.22平米,西,其他,高楼层(共14层),2000年,骏景花园,https://gz.lianjia.com/ershoufang/108405371350.html
gz,全市,金碧雅苑东南向两房厅出阳台安静,200,"30,053元/平",2室2厅,66.55平米,东南 南,简装,11层,2003年,金碧雅苑,https://gz.lianjia.com/ershoufang/108407892935.html
gz,全市,滨江东珠江边地铁上原装电梯高层大两房,323,"34,242元/平",2室2厅,94.33平米,西北,精装,高楼层(共24层),塔楼,凯印大厦,https://gz.lianjia.com/ershoufang/108407249267.html
gz,全市,棕榈水岸南北对流小三房，户型方正实用,98,"10,493元/平",3室2厅,93.4平米,东 西,精装,低楼层(共11层),2014年,龙光棕榈水岸北区,https://gz.lianjia.com/ershoufang/108407286475.html
gz,全市,地铁50米 新月明珠  小区中间位  看花园  中层,388,"29,439元/平",4室1厅,131.8平米,东 南,简装,中楼层(共22层),2007年,新月明珠花园,https://gz.lianjia.com/ershoufang/108407688314.html
gz,全市,户型方正 采光好 配套全 近菜场公园,80,"14,187元/平",2室1厅,56.39平米,东南,简装,高楼层(共9层),1997年,阳光花园,https://gz.lianjia.com/ershoufang/108407715333.html
gz,全市,东南向看花园，地铁口500米，三房， 急卖随时看房,110,"11,112元/平",3室1厅,99平米,东南 南,精装,低楼层(共18层),2012年,南沙碧桂园豪庭,https://gz.lianjia.com/ershoufang/108407028494.html
gz,全市,越秀滨海珺城 3室2厅 北 南,190,"15,200元/平",3室2厅,125平米,北 南,简装,中楼层(共23层),塔楼,越秀滨海珺城,https://gz.lianjia.com/ershoufang/108407825307.html
gz,全市,一手业主 产权清晰 阳台望花园 安静宜居,170,"27,244元/平",2室1厅,62.4平米,东北,简装,高楼层(共22层),2000年,金碧花园第一金碧,https://gz.lianjia.com/ershoufang/108408036732.html
gz,全市,南北对流，装修保养良好，锦砖外墙可加电梯，安静舒适,75,"8,869元/平",3室2厅,84.57平米,南,其他,中楼层(共8层),2001年,永大新城,https://gz.lianjia.com/ershoufang/108407918594.html
gz,全市,公安宿舍 中间楼层 原始电梯，采光好,238,"30,726元/平",2室1厅,77.46平米,西,毛坯,低楼层(共9层),2000年,百合路38-64号宿舍（双号）,https://gz.lianjia.com/ershoufang/108406538845.html
gz,全市,岭南林语高楼层南向小三房，采光通风好看小区花园不吵,253,"27,296元/平",3室1厅,92.69平米,南,其他,高楼层(共32层),2016年,保利越秀岭南林语,https://gz.lianjia.com/ershoufang/108406445305.html
gz,全市,小港社区 市二宫地铁站400米 产权清晰,150,"20,473元/平",3室1厅,73.27平米,东南,简装,中楼层(共5层),暂无数据,小港路,https://gz.lianjia.com/ershoufang/108407702433.html
gz,全市,地铁上，复式买一层加一层实用率高只须180,180,"36,284元/平",2室2厅,49.61平米,南,简装,中楼层(共20层),2005年,耀华国际,https://gz.lianjia.com/ershoufang/108408010159.html
gz,全市,高层落地大飘窗 景观靓眼 全新装修次新楼 无抵押,345,"38,834元/平",3室1厅,88.84平米,西北,精装,中楼层(共37层),2013年,中铁盛德国际,https://gz.lianjia.com/ershoufang/108407403482.html
gz,全市,万寿雅苑 观景阳台直视花园式小区 安静全明两房,235,"30,865元/平",2室1厅,76.14平米,南 西南,简装,中楼层(共21层),2003年,万寿雅苑,https://gz.lianjia.com/ershoufang/108407995263.html
gz,全市,小北路 2室1厅 东 南 西,307,"49,871元/平",2室1厅,61.56平米,东 南 西,其他,高楼层(共9层),1996年,小北路,https://gz.lianjia.com/ershoufang/108406898431.html
gz,全市,中山五路，北京路商圈，低层小 户型带私家天台，,209,"42,732元/平",2室1厅,48.91平米,西,其他,低楼层(共3层),板楼,中山五路,https://gz.lianjia.com/ershoufang/108408036352.html
gz,全市,滨海新城高层南向四房大阳台采光视野好通风,150,"14,361元/平",4室2厅,104.45平米,南,精装,高楼层(共33层),2018年,越秀滨海新城,https://gz.lianjia.com/ershoufang/108406904875.html
gz,全市,轻轨物业，祈福都会正规两房，带装修，拎包即可入住！,54.5,"6,711元/平",2室2厅,81.21平米,北,简装,低楼层(共11层),2011年,祈福都会花园,https://gz.lianjia.com/ershoufang/108405244646.html
gz,全市,小高层东南向全新三房，实用率高，光线好，楼龄新,145,"18,171元/平",3室2厅,79.8平米,东南 南,简装,中楼层(共11层),暂无数据,万科幸福悦D区,https://gz.lianjia.com/ershoufang/108406969203.html
gz,全市,从化14号线边，巴厘天地三房，小区中间位置好，毛坯房,80,"7,585元/平",3室1厅,105.48平米,南,毛坯,中楼层(共17层),2011年,人盛巴厘天地,https://gz.lianjia.com/ershoufang/108407951937.html
gz,全市,蔷薇三房，户型方正，智能化小区，园林优美,67,"7,810元/平",3室2厅,85.79平米,北,精装,中楼层(共32层),塔楼,实地蔷薇国际,https://gz.lianjia.com/ershoufang/108407054021.html
gz,全市,品秀·星瀚 4室2厅 南,295,"28,412元/平",4室2厅,103.83平米,南,精装,中楼层(共33层),塔楼,品秀·星瀚,https://gz.lianjia.com/ershoufang/108408008403.html
sz,全市,高楼层，南北通，采光充，通风好，前后看花园。,249,"27,903元/平",3室2厅,89.24平米,南,毛坯,16层,2016年,正兆景嘉园,https://sz.lianjia.com/ershoufang/105122467936.html
sz,全市,此房满五唯一，保养很不错的一套房子,260,"58,917元/平",2室1厅,44.13平米,东南,精装,10层,2011年,玉湖湾,https://sz.lianjia.com/ershoufang/105117320616.html
sz,全市,地铁口精装一房，南向看花园，满五年红本在手,175,"49,282元/平",1室1厅,35.51平米,西南,简装,33层,2009年,碧海富通城四期,https://sz.lianjia.com/ershoufang/105119384552.html
sz,全市,自住装修三号线14号线地铁口楼下沃尔玛幼儿园,305,"34,236元/平",3室1厅,89.09平米,西南,精装,中楼层(共30层),2016年,麟恒中心广场二期,https://sz.lianjia.com/ershoufang/105120886396.html
sz,全市,红本在手，红本在手，流塘地铁口物业税费低,156,"35,303元/平",2室1厅,44.19平米,南,精装,低楼层(共30层),2015年,流塘阳光花园,https://sz.lianjia.com/ershoufang/105118698331.html
sz,全市,百合盛世二期 4室2厅 西南,285,"32,710元/平",4室2厅,87.13平米,西南,精装,低楼层(共30层),2015年,百合盛世二期,https://sz.lianjia.com/ershoufang/105122421014.html
sz,全市,带30平私家露台和100多平公用露台  3号线地铁口物业,298,"27,441元/平",3室2厅,108.6平米,南 北,精装,低楼层(共32层),2007年,东方明珠城,https://sz.lianjia.com/ershoufang/105122143647.html
sz,全市,沙头角口岸物业  单房  费用少,70,"26,759元/平",1室0厅,26.16平米,南,简装,高楼层(共19层),2001年,福苑,https://sz.lianjia.com/ershoufang/105122721128.html
sz,全市,高层房源  南向 采光好  诚心卖,660,"73,098元/平",3室1厅,90.29平米,东南,其他,高楼层(共27层),2002年,彩田村,https://sz.lianjia.com/ershoufang/105121672597.html
sz,全市,地铁口小户型业主诚心出售交通生活便利,110,"32,709元/平",1室1厅,33.63平米,西北,简装,中楼层(共32层),2005年,信和爱琴居,https://sz.lianjia.com/ershoufang/105116822687.html
sz,全市,高楼层，置换四房，全新小区，价格也是亮点!,414,"39,474元/平",4室2厅,104.88平米,南,毛坯,高楼层(共32层),2023年,御景华府,https://sz.lianjia.com/ershoufang/105119916633.html
sz,全市,业主诚心卖，楼下万达广场，107国道改造，12号地铁,178,"34,964元/平",2室1厅,50.91平米,东南,精装,29层,2019年,福城·前海新纪元,https://sz.lianjia.com/ershoufang/105121075841.html
sz,全市,地铁口、满五唯一，红本在手，看房方便,128,"27,845元/平",1室1厅,45.97平米,西北,简装,26层,2005年,新鸿花园,https://sz.lianjia.com/ershoufang/105122425248.html
sz,全市,三地铁口边户高楼层采光好全屋定制70年产权,120,"26,014元/平",2室1厅,46.13平米,东南,精装,高楼层(共32层),2017年,松河瑞园一期,https://sz.lianjia.com/ershoufang/105118592429.html
sz,全市,2020年新装修，拎包入住  满五唯一，诚心卖，安静居家,445,"71,280元/平",2室2厅,62.43平米,东南,精装,低楼层(共28层),2010年,福保桂花苑,https://sz.lianjia.com/ershoufang/105121262163.html
sz,全市,福田CBD九宫格，经典一房，容易上车盘,218,"42,118元/平",2室1厅,51.76平米,北,简装,中楼层(共29层),2001年,彩福大厦,https://sz.lianjia.com/ershoufang/105120533460.html
sz,全市,42栋大社区 南向视野 高楼层 自住4房 诚意出售 随时看,288,"20,637元/平",4室2厅,139.56平米,东南,其他,高楼层(共26层),2008年,水岸新都四五期,https://sz.lianjia.com/ershoufang/105122064949.html
sz,全市,深业紫麟山，毛坯大平层，双公园，深中，钥匙房,420,"29,680元/平",3室2厅,141.51平米,南,毛坯,27层,2011年,深业紫麟山花园,https://sz.lianjia.com/ershoufang/105122409829.html
sz,全市,八卦岭宿舍 1室0厅 南,110,"38,355元/平",1室0厅,28.68平米,南,其他,中楼层(共7层),1988年,八卦岭宿舍,https://sz.lianjia.com/ershoufang/105122737866.html
sz,全市,石厦北 大单间 带大阳台 业主诚心卖 价格可谈,286,"88,931元/平",1室0厅,32.16平米,西南,简装,中楼层(共32层),2003年,丽阳天下,https://sz.lianjia.com/ershoufang/105122470450.html
sz,全市,前后阳台风景好 固定车位 一梯两户 诚心出售,813,"58,490元/平",4室2厅,139平米,东南,简装,中楼层(共9层),板楼,鸣翠谷,https://sz.lianjia.com/ershoufang/105120950212.html
sz,全市,业主诚售速度抢，满五唯一税费低，双阳台拎包入住,325,"36,941元/平",3室2厅,87.98平米,南,精装,中楼层(共28层),2015年,美地里园,https://sz.lianjia.com/ershoufang/105112354771.html
sz,全市,五期大社区 满五唯一 地铁口 中上楼层看花园,165,"20,472元/平",2室1厅,80.6平米,南,简装,中楼层(共26层),2008年,水岸新都四五期,https://sz.lianjia.com/ershoufang/105120115542.html
sz,全市,香蜜湖唯珍府板楼小高层，套内240平，高楼层视野好,2680,"142,501元/平",4室1厅,188.07平米,南,精装,高楼层(共18层),2008年,香蜜湖唯珍府,https://sz.lianjia.com/ershoufang/105121955843.html
sz,全市,毛坯三房，近沙井海岸城，业主诚心急售,315,"35,776元/平",3室2厅,88.05平米,东南,毛坯,32层,2018年,拾悦城,https://sz.lianjia.com/ershoufang/105110942988.html
sz,全市,户型方正大四房 采光通风好，小区设施齐全，,220,"21,329元/平",4室1厅,103.15平米,东南,精装,低楼层(共32层),2018年,心海城,https://sz.lianjia.com/ershoufang/105110740188.html
sz,全市,保利上城精装三房诚心卖视野好税费少 价格可谈,339,"42,492元/平",3室2厅,79.78平米,西北,精装,中楼层(共33层),2014年,保利上城,https://sz.lianjia.com/ershoufang/105121156920.html
sz,全市,此房业主诚心卖， 采光好，保养好 楼层视野好,70,"19,814元/平",1室1厅,35.33平米,东南 西北,其他,中楼层(共44层),2020年,恒大城市之光,https://sz.lianjia.com/ershoufang/105118847073.html
sz,全市,不满二年，业主诚心出售，随时都可以看房,390,"100,698元/平",1室1厅,38.73平米,西南,简装,低楼层(共37层),2001年,群星广场,https://sz.lianjia.com/ershoufang/105121719215.html
sz,全市,两房一卫东南朝向风景好保养如新,180,"27,528元/平",2室2厅,65.39平米,东南,精装,低楼层(共27层),板塔结合,爱心家园,https://sz.lianjia.com/ershoufang/105120930334.html
sz,全市,近地铁口大阳台朝南看花园电梯大四房三卫,560,"36,244元/平",4室2厅,154.51平米,南,简装,高楼层(共7层),2004年,桃源居一区,https://sz.lianjia.com/ershoufang/105119744457.html
sz,全市,京基御景优质三房 高楼层 视野开阔 诚心出售,438,"45,104元/平",3室2厅,97.11平米,南,精装,中楼层(共30层),2018年,京基御景中央,https://sz.lianjia.com/ershoufang/105120986606.html
sz,全市,交通便利，地处龙岗繁华地段，2018毛坯次新房,338,"38,532元/平",3室2厅,87.72平米,东南,毛坯,高楼层(共32层),2016年,龙平紫园,https://sz.lianjia.com/ershoufang/105115014433.html
sz,全市,房子红本在宝安公园旁上川地铁口诚售,275,"35,831元/平",3室2厅,76.75平米,南,精装,中楼层(共7层),1993年,73区,https://sz.lianjia.com/ershoufang/105121860340.html
sz,全市,朝南的三房两卫，精装修，2024年刚交付的小区,599,"76,864元/平",3室2厅,77.93平米,南,精装,52层,2023年,鸿荣源尚璟公馆,https://sz.lianjia.com/ershoufang/105119097264.html
sz,全市,前海大社区大两房 中间楼层 安静 无遮挡视野,499,"68,282元/平",2室1厅,73.08平米,北,简装,18层,2004年,星海名城三期,https://sz.lianjia.com/ershoufang/105121606292.html
sz,全市,通燃气带阳台  三梯四户  吉祥地铁口户型好,218,"17,249元/平",3室1厅,126.39平米,东北,简装,低楼层(共41层),2015年,天誉国际公馆,https://sz.lianjia.com/ershoufang/105122749130.html
sz,全市,八卦岭宿舍 1室0厅 南,110,"38,355元/平",1室0厅,28.68平米,南,其他,中楼层(共7层),1988年,八卦岭宿舍,https://sz.lianjia.com/ershoufang/105122737866.html
sz,全市,汇金天琅 三房两卫 业主诚心放卖 价钱可谈,265,"40,595元/平",3室1厅,65.28平米,北,精装,低楼层(共33层),2019年,汇金天琅大厦,https://sz.lianjia.com/ershoufang/105122568184.html
sz,全市,户型佳，低密度家园，生活配套全，双地铁口,718,"87,626元/平",3室2厅,81.94平米,西南,其他,12层,2002年,麒麟花园A区,https://sz.lianjia.com/ershoufang/105116497578.html
sz,全市,龙岗万科广场公寓3房业主换房出售,199,"23,363元/平",3室2厅,85.18平米,西北,精装,高楼层(共33层),2017年,万科天誉二期,https://sz.lianjia.com/ershoufang/105118466618.html
sz,全市,龙岗近地铁次新两房大社区明星楼盘,185,"30,952元/平",2室1厅,59.77平米,西南,精装,高楼层(共54层),2023年,合正方洲泓园,https://sz.lianjia.com/ershoufang/105121490329.html
sz,全市,1号线宝体旁，精装次新房，高楼层视野佳,489,"73,689元/平",2室1厅,66.36平米,东北,精装,31层,2013年,西城雅筑,https://sz.lianjia.com/ershoufang/105113786895.html
sz,全市,房子红本在手 满五唯一 14号线四联500米,380,"42,755元/平",4室2厅,88.88平米,西北,其他,中楼层(共32层),2017年,恒地悦山湖花园,https://sz.lianjia.com/ershoufang/105120605224.html
sz,全市,六和地铁站旁精装四房出售  无暗房,260,"25,224元/平",4室2厅,103.08平米,南,精装,高楼层(共37层),2023年,恒大成一期,https://sz.lianjia.com/ershoufang/105118494279.html
sz,全市,区政府三馆一城 深惠城际际旁，配套成熟,265,"24,857元/平",4室2厅,106.61平米,南,简装,高楼层(共32层),2007年,东方明珠城,https://sz.lianjia.com/ershoufang/105119037552.html
sz,全市,宝体公园式小区，绿化覆盖率高，高楼层看园林绿轴,1180,"88,264元/平",4室2厅,133.69平米,东南,精装,32层,2008年,幸福海岸二期,https://sz.lianjia.com/ershoufang/105121121512.html
sz,全市,新上！漂亮3房自住精装修，高层看花园安静，满5红本,388,"56,560元/平",3室2厅,68.6平米,西北,精装,高楼层(共14层),2013年,万象新天,https://sz.lianjia.com/ershoufang/105121900396.html
sz,全市,此房格局好，楼层好，视野宽阔，采光充足，设施完善,326,"37,084元/平",3室2厅,87.91平米,东南,精装,低楼层(共17层),2015年,东都中央王座,https://sz.lianjia.com/ershoufang/105120241073.html
sz,全市,此房满5年，唯一红本，精装修，看花园安静,210,"30,582元/平",2室1厅,68.67平米,西北,精装,低楼层(共18层),2006年,泰雅园,https://sz.lianjia.com/ershoufang/105120105066.html
sz,全市,大单间，近地铁口，出行方便，业主诚信出售。,160,"43,244元/平",1室1厅,37平米,南,精装,高楼层(共55层),板塔结合,华润置地未来城,https://sz.lianjia.com/ershoufang/105120083089.html
sz,全市,房子满五唯一。业主诚心出售，看房提前打电话,255,"51,000元/平",1室1厅,50平米,东南,精装,中楼层(共32层),2007年,祥云天都世纪大厦,https://sz.lianjia.com/ershoufang/105117006043.html
sz,全市,满五年红本在手电梯大三房花园中间，一梯两户,638,"52,715元/平",3室1厅,121.03平米,西南,精装,高楼层(共11层),2000年,弘雅花园雅豪轩三期,https://sz.lianjia.com/ershoufang/105120768466.html
sz,全市,此房满五唯一，保养很不错的一套房子,260,"58,917元/平",2室1厅,44.13平米,东南,精装,10层,2011年,玉湖湾,https://sz.lianjia.com/ershoufang/105117320616.html
sz,全市,深惠城际旁花园小区精装两房保养很好业主很诚心卖,143,"24,483元/平",2室1厅,58.41平米,东南,简装,中楼层(共24层),2010年,万象天成,https://sz.lianjia.com/ershoufang/105118060090.html
sz,全市,龙初+龙城装修电梯3房，满五年，近3号地铁+区政府旁,308,"29,624元/平",3室1厅,103.97平米,东南,简装,中楼层(共8层),1999年,碧湖花园,https://sz.lianjia.com/ershoufang/105119116254.html
sz,全市,低层有大露台三房适宜养花爱好者,828,"96,526元/平",3室3厅,85.78平米,东北,毛坯,低楼层(共19层),2010年,莱蒙水榭春天一期,https://sz.lianjia.com/ershoufang/105120729518.html
sz,全市,14号线四联站，满五年唯一，朝南看花园,320,"27,398元/平",3室2厅,116.8平米,东南,简装,低楼层(共8层),2003年,卓越城市中心花园,https://sz.lianjia.com/ershoufang/105119127336.html
sz,全市,此房满五年，70年产权住宅性质，比邻方大城商务圈,99,"46,523元/平",1室0厅,21.28平米,南,精装,7层,1999年,高发公寓,https://sz.lianjia.com/ershoufang/105108844858.html
sz,全市,精装修2房，视野好，业主诚心出售,240,"68,572元/平",2室1厅,35平米,西,精装,20层,2013年,嘉葆润金座,https://sz.lianjia.com/ershoufang/105121205052.html
sz,全市,房子是89平的，产证79平，门外面有平台大花园,470,"59,150元/平",3室1厅,79.46平米,南 东南,其他,高楼层(共19层),2000年,益田村,https://sz.lianjia.com/ershoufang/105121828142.html
sz,全市,户型好，小区新，业主诚心卖，看房方便,777,"47,367元/平",7室2厅,164.04平米,南,精装,中楼层(共28层),2009年,君悦龙庭二期,https://sz.lianjia.com/ershoufang/105119362779.html
sz,全市,地铁口精装复式小户型 租金高 税费少 诚心卖,52,"16,185元/平",1室1厅,32.13平米,西北,其他,高楼层(共22层),2015年,远洋新干线晶钻广场,https://sz.lianjia.com/ershoufang/105122638335.html
sz,全市,满五唯一 东南朝向 端户 看园区看水库风景房,175,"27,400元/平",2室2厅,63.87平米,东南 南,简装,中楼层(共28层),2014年,招商锦绣观园,https://sz.lianjia.com/ershoufang/105121171785.html
sz,全市,东方瑞景苑 1室1厅 西南,120,"23,711元/平",1室1厅,50.61平米,西南,其他,高楼层(共23层),2011年,东方瑞景苑,https://sz.lianjia.com/ershoufang/105122201811.html
sz,全市,业主诚心卖，满五不唯一，红本在手，看房方便,112,"40,787元/平",1室0厅,27.46平米,西北,精装,低楼层(共34层),2005年,京基御景华城,https://sz.lianjia.com/ershoufang/105111634372.html
sz,全市,观山祥苑 3室1厅 南,330,"42,908元/平",3室1厅,76.91平米,南,精装,低楼层(共49层),2022年,观山祥苑,https://sz.lianjia.com/ershoufang/105122315310.html
sz,全市,次新公寓小区 精装修 看城市景观,160,"44,706元/平",1室0厅,35.79平米,东北,精装,低楼层(共51层),2021年,中洲湾中洲滨海商业中心,https://sz.lianjia.com/ershoufang/105118853987.html
sz,全市,地铁口物业 花园大社区 满五唯一 精装修 拎包入住,232,"26,430元/平",3室2厅,87.78平米,北 东北,其他,低楼层(共40层),2019年,君胜熙珑山,https://sz.lianjia.com/ershoufang/105122269765.html
sz,全市,满五不唯一 通透格局  视野宽阔 采光充足 交通便利,315,"117,450元/平",1室0厅,26.82平米,东南,精装,中楼层(共31层),2004年,阳光天地家园,https://sz.lianjia.com/ershoufang/105121254076.html
sz,全市,金地物业，人车分流，朝向东南，光线通风好，满五,84,"13,111元/平",2室2厅,64.07平米,东南,毛坯,低楼层(共34层),2016年,金地龙城中央三期,https://sz.lianjia.com/ershoufang/105121875260.html
sz,全市,直接可以拎包，使用视野无遮挡，看房随时,65,"17,413元/平",1室1厅,37.33平米,北,其他,中楼层(共42层),2024年,京基御景荟都,https://sz.lianjia.com/ershoufang/105121922321.html
sz,全市,花园社区 电梯两房  中间栋数 安静 采光通风好,379,"46,601元/平",2室1厅,81.33平米,东南,简装,高楼层(共33层),1999年,新安湖花园,https://sz.lianjia.com/ershoufang/105121968078.html
sz,全市,德兴大厦高层朝南 红本满五唯一 业主诚心出售,164,"36,764元/平",2室1厅,44.61平米,南,简装,中楼层(共30层),1984年,德兴大厦,https://sz.lianjia.com/ershoufang/105120953930.html
sz,全市,业主诚心卖 精装三房  安静小区,290,"32,205元/平",3室2厅,90.05平米,南 北,其他,24层,2016年,同和悦园,https://sz.lianjia.com/ershoufang/105122598589.html
sz,全市,高层朝南全新装修2房，无遮挡景观，税少，三地铁交汇,415,"63,866元/平",2室2厅,64.98平米,南,精装,高楼层(共29层),2005年,阳基阳光城市,https://sz.lianjia.com/ershoufang/105117124728.html
sz,全市,龙岗大运 仁恒品质 精装三室 南向采光好 诚心出售！,470,"48,310元/平",3室2厅,97.29平米,南,精装,高楼层(共31层),2021年,仁恒公园世纪四季新园,https://sz.lianjia.com/ershoufang/105122513727.html
sz,全市,科技园 电梯小高层 南向 客厅带阳台 大二房,398,"57,673元/平",2室1厅,69.01平米,南,简装,15层,2000年,汇园雅居,https://sz.lianjia.com/ershoufang/105121234377.html
sz,全市,本片区少有车位封闭管理人车分流的小区，满五唯一,577,"49,439元/平",4室1厅,116.71平米,东南,简装,低楼层(共30层),2006年,滨海春城,https://sz.lianjia.com/ershoufang/105121212141.html
sz,全市,润曜府 3室2厅 西北,340,"38,203元/平",3室2厅,89平米,西北,精装,高楼层(共47层),2024年,润曜府,https://sz.lianjia.com/ershoufang/105122190061.html
sz,全市,安托山低密花园社区安静精装通透三房,698,"77,196元/平",3室2厅,90.42平米,南 北,精装,34层,2010年,深云村,https://sz.lianjia.com/ershoufang/105122334816.html
sz,全市,福田优质花园小区大三房方正实用采光好大阳台,580,"60,017元/平",3室2厅,96.64平米,东北,精装,中楼层(共30层),2007年,景源华庭,https://sz.lianjia.com/ershoufang/105121837430.html
sz,全市,黄埔三期稀有户型 全部房间朝南向大3+1房,1300,"90,694元/平",3室2厅,143.34平米,西南,简装,26层,2003年,黄埔雅苑三期,https://sz.lianjia.com/ershoufang/105121472539.html
sz,全市,户型方正，空间 利用率高，客厅开间较大，价格实惠,175,"23,733元/平",3室2厅,73.74平米,东北,其他,中楼层(共28层),2015年,福盈中央山,https://sz.lianjia.com/ershoufang/105121517007.html
sz,全市,大运精装大三房南北通，全屋定制柜，满五唯一红本在手,436,"44,513元/平",3室2厅,97.95平米,南 北,精装,高楼层(共30层),2018年,京基御景中央,https://sz.lianjia.com/ershoufang/105119816082.html
sz,全市,业主诚心出售，户型方正，采光好，无遮挡,165,"22,675元/平",2室1厅,72.77平米,南,简装,19层,2003年,德福花园,https://sz.lianjia.com/ershoufang/105119853067.html
